,Id,PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,zoning_C (all),zoning_FV,zoning_I (all),zoning_RH,zoning_RL,zoning_RM,alley_Grvl,alley_No Alley,alley_Pave,street_Grvl,street_Pave,land_contour_Bnk,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition1_Artery,condition1_Feedr,condition1_Norm,condition1_PosA,condition1_PosN,condition1_RRAe,condition1_RRAn,condition1_RRNe,condition1_RRNn,condition2_Feedr,condition2_Norm,condition2_PosA,bldg_type_1Fam,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_mat_CompShg,roof_mat_Tar&Grv,roof_mat_WdShake,roof_mat_WdShngl,exterior1_AsbShng,exterior1_AsphShn,exterior1_BrkComm,exterior1_BrkFace,exterior1_CemntBd,exterior1_HdBoard,exterior1_MetalSd,exterior1_Plywood,exterior1_Stucco,exterior1_VinylSd,exterior1_Wd Sdng,exterior1_WdShing,exterior2_AsbShng,exterior2_AsphShn,exterior2_Brk Cmn,exterior2_BrkFace,exterior2_CBlock,exterior2_CmentBd,exterior2_HdBoard,exterior2_ImStucc,exterior2_MetalSd,exterior2_Plywood,exterior2_Stucco,exterior2_VinylSd,exterior2_Wd Sdng,exterior2_Wd Shng,veneer_BrkCmn,veneer_BrkFace,veneer_None,veneer_Stone,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasA,heating_GasW,heating_Grav,central_air_N,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_no garage,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
180,292,909250030,50,51.0,9839,1,1,1,6,9,1931,1950,0.0,3,3,3,4,4,6,0,6,0,894,894,1,1.0,894,772,0,1666,1,0,1,0,3,1,3,7,1,1,2,0.0,4,0,0,6,6,3,0,156,0,0,0,0,5,0,5,2010,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
181,1204,534252270,60,0.0,9900,1,1,1,4,6,1968,1968,342.0,3,3,3,3,4,3,552,6,0,280,832,2,1.0,1098,880,0,1978,0,0,2,1,4,1,3,9,1,1,2,1968.0,2,2,486,3,3,1,0,43,0,0,0,0,1,0,4,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,1829,532477040,60,0.0,17542,2,1,1,4,4,1974,2003,0.0,2,3,3,3,1,5,125,2,1031,36,1192,3,1.0,1516,651,0,2167,1,0,2,1,3,1,2,9,1,2,2,1974.0,2,2,518,3,3,1,220,47,0,0,0,0,2,0,7,2007,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,2419,528222020,60,75.0,9073,2,1,1,4,6,2006,2006,0.0,2,3,2,3,4,6,0,6,0,738,738,1,1.0,738,754,0,1492,0,0,2,1,3,1,2,8,1,0,6,2006.0,1,2,440,3,3,1,100,32,0,0,0,0,5,0,10,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,391,527376100,20,78.0,10140,1,1,1,5,6,1974,1974,174.0,3,3,2,3,4,6,0,6,0,1064,1064,3,1.0,1350,0,0,1350,0,0,2,0,3,1,3,7,1,1,3,1974.0,2,2,478,3,3,1,0,0,0,0,0,0,2,0,8,2009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,798,905480030,50,60.0,9060,1,1,1,5,6,1939,1950,0.0,3,3,3,3,3,4,204,6,0,356,560,3,1.0,698,560,0,1258,0,0,1,0,2,1,3,6,1,0,6,1939.0,3,1,280,3,3,2,0,0,0,0,0,0,2,0,10,2009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
186,481,528250020,60,0.0,8965,2,1,1,4,6,2003,2003,0.0,2,3,2,3,4,1,652,6,0,130,782,1,1.0,806,683,0,1489,1,0,2,1,3,1,2,8,1,1,2,2003.0,1,2,400,3,3,1,0,75,0,0,0,0,5,0,6,2009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,193,903206120,75,0.0,7793,2,1,1,4,4,1922,2005,0.0,3,3,2,3,4,3,474,6,0,634,1108,3,2.0,1160,908,0,2068,0,0,1,1,3,1,2,8,1,1,2,1928.0,3,1,315,3,3,1,0,0,60,0,0,0,5,0,5,2010,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
188,555,532353020,20,63.0,9750,2,1,1,6,6,1962,1962,0.0,3,3,3,3,4,5,68,3,884,28,980,2,1.0,980,0,0,980,1,0,1,0,3,1,3,5,1,0,6,1969.0,3,2,400,3,3,1,0,28,0,0,0,0,2,0,11,2009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
189,899,908250030,20,74.0,10206,1,1,1,8,8,1952,1952,0.0,3,3,6,6,5,7,0,7,0,0,0,4,3.0,944,0,0,944,0,0,1,0,2,1,4,4,2,0,6,1956.0,3,2,528,3,4,1,0,0,0,0,0,0,5,0,7,2009,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,2357,527376110,60,78.0,10140,1,1,1,4,6,1976,1976,0.0,3,3,2,3,4,1,194,6,0,638,832,3,1.0,832,832,0,1664,0,0,2,1,4,1,3,8,1,1,3,1976.0,2,2,528,3,3,1,0,28,0,0,259,0,3,0,3,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,328,923225390,120,31.0,2394,1,1,2,6,5,1973,1973,0.0,3,3,2,3,1,1,915,6,0,30,945,1,1.0,945,0,0,945,1,1,1,0,2,1,3,5,1,1,5,1973.0,2,1,253,3,3,1,174,0,56,0,108,0,5,0,5,2010,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,1356,903425420,30,55.0,10267,1,1,1,5,4,1918,2000,0.0,3,2,3,2,3,4,210,2,606,0,816,1,1.0,838,0,0,838,1,0,1,0,2,1,4,5,1,0,6,1961.0,1,1,275,3,3,3,0,0,112,0,0,0,4,0,5,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
193,1154,532377020,20,60.0,6360,1,1,1,6,6,1963,1963,0.0,3,3,2,2,4,2,489,6,0,375,864,3,1.0,864,0,0,864,0,0,1,0,3,1,3,5,1,0,6,1963.0,3,1,276,3,3,1,0,0,0,0,0,0,5,650,1,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,1730,528218050,60,65.0,10237,1,1,1,5,6,2005,2007,0.0,2,3,2,3,4,6,0,6,0,783,783,1,1.0,783,701,0,1484,0,0,2,1,3,1,2,8,1,1,2,2005.0,1,2,393,3,3,1,0,72,0,0,0,0,5,0,7,2007,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195,2249,914452120,85,0.0,7540,2,1,1,5,5,1978,1978,0.0,3,3,2,3,2,1,773,6,0,115,888,1,1.0,912,0,0,912,1,0,1,0,2,1,3,5,1,1,3,1978.0,2,2,470,3,3,1,0,0,0,0,192,0,2,0,6,2007,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,1119,528435020,60,80.0,9428,1,1,1,3,6,2007,2008,310.0,2,3,2,3,2,1,729,6,0,226,955,1,1.0,955,919,0,1874,1,0,2,1,3,1,2,8,1,1,2,2007.0,1,3,880,3,3,1,168,108,0,0,0,0,5,0,2,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
197,2856,909256010,50,84.0,10164,1,1,1,6,6,1939,1950,0.0,3,3,3,4,2,5,646,6,0,346,992,4,1.0,992,473,0,1465,0,0,2,0,3,1,3,6,1,2,3,1939.0,3,1,240,3,3,1,0,126,0,0,0,0,5,0,7,2006,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
198,1394,905225040,80,85.0,13825,1,1,1,6,5,1958,1987,0.0,3,2,3,3,4,6,0,6,0,533,533,3,1.0,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,6,1958.0,2,1,300,3,3,1,280,34,0,0,0,0,5,0,12,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
199,2587,535325130,80,55.0,7700,1,1,1,6,4,1956,1956,0.0,3,3,2,3,4,3,271,6,0,30,301,1,2.0,1145,0,0,1145,0,0,1,0,3,1,3,6,3,0,6,1993.0,3,2,684,3,3,1,0,0,0,0,0,0,3,0,9,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
200,61,528344070,60,60.0,17433,3,1,1,3,6,1998,1998,114.0,2,3,1,3,4,6,0,6,0,1629,1629,1,1.0,1645,830,0,2475,0,0,2,1,4,1,2,7,1,1,3,1998.0,1,3,962,3,3,1,23,172,0,0,256,0,5,0,1,2010,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,2661,902325100,75,70.0,6300,1,1,1,4,5,1910,2005,0.0,3,3,3,3,4,6,0,6,0,1226,1226,1,1.0,1226,878,0,2104,0,0,2,0,5,1,3,9,1,0,6,1910.0,3,2,432,4,3,2,0,341,88,0,0,0,5,0,7,2006,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
202,2711,905103180,80,80.0,10366,2,1,1,5,4,1964,1964,0.0,3,2,3,3,2,1,456,6,0,456,912,3,1.0,934,0,0,934,0,1,1,0,2,1,3,4,1,0,6,1964.0,3,1,336,3,3,1,77,0,0,0,0,0,1,500,7,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1147,531450170,60,76.0,9291,2,1,1,5,6,1993,1993,120.0,2,3,2,3,4,1,426,6,0,406,832,1,1.0,832,878,0,1710,0,0,2,1,3,1,2,7,1,0,6,1993.0,2,2,506,3,3,1,144,70,0,0,0,0,5,0,6,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,757,903475100,70,0.0,5775,3,1,2,5,4,1915,2002,0.0,3,3,3,3,4,6,0,6,0,483,483,1,1.0,741,686,0,1427,0,0,1,0,3,1,2,7,1,0,6,1915.0,3,1,379,3,3,1,0,24,112,0,0,0,5,0,2,2009,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,2623,535451210,20,60.0,7200,1,1,1,7,6,1950,1950,0.0,3,3,6,6,5,7,0,7,0,0,0,3,2.0,1040,0,0,1040,0,0,1,0,2,1,3,4,1,0,6,1950.0,3,2,420,3,3,1,0,29,0,0,0,0,5,0,7,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
206,2378,527455100,160,24.0,2179,1,1,1,5,6,1976,1976,0.0,3,3,2,3,4,2,70,6,0,785,855,2,1.0,855,601,0,1456,0,0,2,1,3,1,3,6,1,1,3,1976.0,2,2,460,3,3,1,0,28,0,0,0,0,5,0,7,2006,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,1413,905452120,60,50.0,9360,1,1,1,5,3,1962,2001,216.0,2,3,3,3,4,4,324,6,0,297,621,3,1.0,621,648,0,1269,0,0,1,1,3,1,3,7,1,0,6,1962.0,3,1,280,3,3,1,0,236,0,0,0,0,3,0,11,2008,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
208,1722,528181080,120,44.0,6442,2,1,1,3,6,2006,2006,178.0,2,3,2,2,3,1,24,6,0,1346,1370,1,1.0,1370,0,0,1370,0,0,2,0,2,1,2,6,1,1,2,2006.0,2,2,484,3,3,1,120,49,0,0,0,0,5,0,10,2007,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
