,Id,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area
285,506,0.0,29959,0.0,595,0,378,973,979,871,0,1850,467,168,98,0,0,0,0
286,2865,80.0,16560,0.0,503,0,449,952,1170,1175,0,2345,360,0,0,0,0,0,0
287,2367,21.0,1953,408.0,309,0,174,483,483,504,0,987,264,72,0,0,0,0,0
288,554,60.0,9000,0.0,0,0,784,784,784,0,0,784,360,0,0,91,0,0,0
289,238,68.0,9571,0.0,739,0,405,1144,1144,0,0,1144,596,44,0,0,0,0,0
290,1954,75.0,8700,53.0,192,0,728,920,888,0,0,888,240,0,0,0,0,0,0
291,2488,68.0,8927,0.0,0,0,0,0,1286,368,0,1654,528,0,0,0,0,0,0
292,2291,21.0,1890,0.0,0,0,546,546,546,546,0,1092,286,0,0,0,0,0,0
293,1969,70.0,7000,0.0,0,0,0,0,925,0,0,925,300,0,0,0,0,0,0
294,2725,0.0,14175,0.0,988,0,200,1188,1437,0,0,1437,576,304,0,0,0,0,0
295,1482,0.0,4426,147.0,697,0,151,848,848,0,0,848,420,149,0,0,0,0,0
296,2763,78.0,9316,532.0,0,0,784,784,784,812,0,1596,610,144,45,0,0,0,0
297,503,79.0,9085,286.0,816,0,254,1070,1094,967,0,2061,647,296,102,209,0,0,0
298,1584,82.0,11202,206.0,1029,0,403,1432,1440,0,0,1440,467,185,95,0,0,0,0
299,1531,0.0,9650,0.0,0,0,784,784,819,784,0,1603,599,0,217,0,0,0,0
300,2210,82.0,7136,423.0,484,0,495,979,979,979,0,1958,492,0,0,0,0,0,0
301,459,44.0,7390,308.0,800,0,1084,1884,1884,0,0,1884,649,231,90,0,0,0,0
302,556,71.0,7064,153.0,560,0,420,980,980,0,0,980,484,192,0,0,0,0,0
303,1347,51.0,6120,0.0,203,0,897,1100,1226,676,0,1902,576,0,139,55,0,0,0
304,1290,60.0,4800,0.0,0,0,672,672,672,0,0,672,256,0,0,0,0,0,0
305,1388,0.0,9000,0.0,288,0,718,1006,1006,0,0,1006,0,0,24,0,0,0,0
306,1571,0.0,164660,0.0,1249,147,103,1499,1619,167,0,1786,529,670,0,0,0,0,0
307,2754,64.0,6762,0.0,0,0,1286,1286,1294,0,0,1294,662,168,55,0,0,0,0
308,765,0.0,10547,0.0,1152,0,0,1152,1152,0,0,1152,252,0,0,0,0,0,0
309,2494,0.0,13052,0.0,712,0,312,1024,1024,0,0,1024,308,0,0,0,0,0,0
310,2870,78.0,15600,405.0,760,0,408,1168,1278,1037,0,2315,342,0,0,0,0,192,0
311,7,41.0,4920,0.0,616,0,722,1338,1338,0,0,1338,582,0,0,170,0,0,0
312,1114,74.0,13253,128.0,1096,0,482,1578,1578,0,0,1578,642,0,26,0,0,0,0
313,2418,96.0,11631,236.0,0,0,1052,1052,1052,1321,0,2373,632,120,46,0,0,0,0
314,291,60.0,7200,0.0,0,0,0,0,862,1788,0,2650,0,0,0,0,0,0,0
315,18,88.0,11394,350.0,1445,0,411,1856,1856,0,0,1856,834,113,0,0,0,0,0
316,39,83.0,10159,450.0,1646,0,284,1930,1940,0,0,1940,606,168,95,0,0,0,0
317,1001,45.0,6264,0.0,656,0,1008,1664,1682,0,0,1682,528,0,0,0,0,0,0
318,2442,66.0,8738,302.0,0,0,975,975,1005,1286,0,2291,429,192,0,0,0,0,0
319,616,0.0,7015,161.0,185,0,524,709,979,224,0,1203,352,0,0,248,0,0,0
320,2680,52.0,6240,0.0,0,0,0,0,672,240,0,912,0,0,0,0,0,0,0
321,1414,50.0,8405,0.0,241,391,229,861,961,406,0,1367,384,0,130,112,0,0,0
322,289,50.0,5000,0.0,218,0,808,1026,1026,665,0,1691,308,0,0,242,0,0,0
323,40,94.0,12883,256.0,0,0,1544,1544,1544,0,0,1544,868,0,35,0,0,0,0
324,860,60.0,7200,0.0,777,0,117,894,894,0,0,894,600,215,0,0,0,0,0
325,409,0.0,4928,0.0,958,0,0,958,958,0,0,958,440,0,60,0,0,0,0
326,673,64.0,8712,0.0,860,0,132,992,1306,0,0,1306,756,0,0,0,0,0,0
327,2427,43.0,3010,14.0,16,0,1126,1142,1142,0,0,1142,440,90,0,0,0,0,0
328,2036,60.0,9780,0.0,354,398,224,976,976,976,0,1952,299,285,0,0,0,216,0
329,2564,79.0,9462,0.0,0,0,704,704,1024,704,0,1728,234,245,60,0,0,0,0
330,642,76.0,9482,657.0,0,0,1866,1866,1866,0,0,1866,495,0,0,0,0,0,0
331,1008,0.0,14067,194.0,504,0,332,836,851,858,0,1709,416,0,40,0,0,0,0
332,1908,95.0,11345,567.0,220,0,708,928,928,992,0,1920,400,0,0,0,0,0,0
333,2519,0.0,3760,0.0,1009,182,44,1235,1235,0,0,1235,484,133,78,0,0,0,0
334,1369,60.0,10320,0.0,0,0,451,451,759,0,0,759,576,40,0,0,0,0,0
335,2855,54.0,7588,0.0,352,0,441,793,901,901,0,1802,216,0,0,40,0,0,0
336,712,60.0,8520,0.0,0,0,624,624,792,0,0,792,287,0,0,81,0,0,0
337,1943,60.0,14190,0.0,0,0,925,925,1000,544,0,1544,0,231,0,0,0,0,0
338,1958,60.0,11664,206.0,336,0,746,1082,1082,0,0,1082,240,0,130,0,0,0,0
339,107,30.0,4420,0.0,728,0,0,728,788,0,0,788,484,133,42,0,0,0,0
340,2295,61.0,33983,0.0,1112,0,48,1160,1676,0,0,1676,672,690,90,0,0,0,0
341,704,56.0,10134,0.0,0,0,801,801,801,646,0,1447,0,80,0,244,0,0,0
342,676,60.0,12144,0.0,375,0,457,832,1036,0,232,1268,288,0,28,0,0,0,0
343,259,70.0,8750,116.0,505,0,299,804,804,878,0,1682,523,0,77,0,0,0,0
344,93,88.0,11134,180.0,1129,0,261,1390,1402,823,0,2225,713,198,30,0,0,0,0
345,106,68.0,7379,0.0,484,0,491,975,975,873,0,1848,592,280,184,0,0,0,0
346,2315,54.0,9783,0.0,0,0,821,821,821,955,0,1776,443,286,116,0,0,0,0
347,1050,0.0,9477,65.0,340,0,524,864,892,0,0,892,264,0,0,0,0,0,0
348,1095,60.0,15384,0.0,724,0,64,788,788,702,0,1490,388,100,75,0,0,0,0
349,2709,0.0,11327,305.0,779,0,285,1064,1064,0,0,1064,528,314,48,0,0,0,0
350,758,41.0,5852,188.0,169,0,851,1020,978,886,0,1864,0,0,188,102,0,0,0
351,1496,72.0,7200,0.0,288,0,396,684,684,714,0,1398,440,0,0,0,0,0,0
352,2370,21.0,1680,281.0,317,0,355,672,672,546,0,1218,264,0,28,0,0,0,0
353,2458,85.0,10182,420.0,1220,0,440,1660,1660,0,0,1660,500,322,50,0,0,0,0
354,2733,75.0,9375,0.0,799,0,168,967,1350,0,0,1350,504,237,0,0,0,0,0
355,161,96.0,11275,300.0,0,0,710,710,1898,1080,0,2978,564,240,0,0,0,0,0
356,726,60.0,9720,0.0,0,0,741,741,780,741,0,1521,640,0,0,238,0,0,0
357,845,68.0,9017,0.0,560,0,871,1431,1431,0,0,1431,666,0,35,0,0,0,0
358,947,75.0,10125,0.0,445,250,412,1107,1040,1012,0,2052,642,210,91,0,0,0,0
359,2232,85.0,8500,0.0,0,0,793,793,997,520,0,1517,0,0,0,144,0,0,0
360,2563,79.0,9490,0.0,403,165,238,806,958,620,0,1578,240,0,0,32,0,0,0
361,2299,124.0,27697,198.0,811,0,585,1396,1608,0,0,1608,444,152,38,0,0,0,0
362,211,72.0,10632,0.0,0,0,689,689,725,499,0,1224,180,0,0,248,0,0,0
363,605,85.0,11475,95.0,0,0,1584,1584,1776,0,0,1776,888,0,25,0,0,0,0
364,1478,85.0,11049,0.0,0,0,1234,1234,1234,0,0,1234,484,0,30,0,0,0,0
365,2247,44.0,4750,481.0,1573,0,0,1573,1625,0,0,1625,538,123,0,0,0,153,0
366,2274,50.0,35133,226.0,1159,0,413,1572,1572,0,0,1572,995,0,263,0,0,263,0
367,2869,80.0,12984,459.0,1283,147,0,1430,1647,0,0,1647,621,0,0,0,0,0,0
368,967,75.0,9157,0.0,0,0,912,912,1072,942,0,2014,486,124,114,0,0,0,0
369,2656,49.0,5820,0.0,256,0,906,1162,1163,0,0,1163,220,142,98,0,0,0,0
370,667,81.0,9671,480.0,0,0,1248,1248,1248,1296,0,2544,907,0,0,0,0,0,0
371,1042,21.0,1890,422.0,483,0,0,483,483,504,0,987,352,411,0,0,0,0,0
372,2023,60.0,13515,0.0,0,0,764,764,1060,764,0,1824,520,0,0,126,0,0,0
373,2447,0.0,9233,877.0,1182,0,358,1540,1540,1315,0,2855,774,247,55,0,0,0,0
374,2055,70.0,8400,0.0,187,627,0,814,913,0,0,913,240,0,0,252,0,0,0
375,2275,93.0,15306,100.0,80,0,1652,1732,1776,0,0,1776,712,0,0,0,0,0,0
376,2204,55.0,7642,0.0,0,0,912,912,912,514,0,1426,216,0,240,0,0,0,0
377,1563,44.0,3842,174.0,1373,0,221,1594,1646,0,0,1646,482,128,53,0,0,155,0
378,483,34.0,5063,166.0,904,0,410,1314,1314,0,0,1314,626,172,62,0,0,0,0
379,796,42.0,4235,149.0,552,393,104,1049,1049,0,0,1049,266,0,105,0,0,0,0
380,1526,63.0,15576,0.0,0,0,840,840,840,840,0,1680,308,0,0,160,0,0,0
381,2042,60.0,10120,0.0,0,0,925,925,964,925,0,1889,308,0,0,264,0,0,0
382,442,102.0,13514,285.0,1142,0,632,1774,1808,0,0,1808,850,200,26,0,0,0,0
383,1693,110.0,13440,190.0,0,0,1108,1108,1148,1402,0,2550,670,120,39,0,0,0,0
384,1468,70.0,8750,0.0,642,0,273,915,933,975,0,1908,493,144,133,0,0,0,0
385,1430,0.0,11500,0.0,262,723,197,1182,1643,0,0,1643,438,339,0,0,0,0,0
386,2605,60.0,10800,0.0,664,0,290,954,1766,648,0,2414,520,142,0,0,0,0,0
387,1529,54.0,7609,0.0,406,0,392,798,798,714,0,1512,180,85,16,41,0,0,0
388,335,0.0,26142,189.0,593,0,595,1188,1188,0,0,1188,312,261,39,0,0,0,0
389,1287,57.0,9184,0.0,0,0,780,780,948,375,0,1323,400,0,0,0,0,0,0
390,31,21.0,1680,492.0,300,0,225,525,525,567,0,1092,320,0,0,0,0,0,0
391,1785,79.0,9416,205.0,1126,0,600,1726,1726,0,0,1726,786,171,138,0,0,266,0
392,82,70.0,8400,130.0,0,0,650,650,888,676,0,1564,476,0,50,0,0,204,0
393,2620,60.0,12144,0.0,455,0,455,910,910,611,0,1521,597,199,0,168,0,0,0
394,252,94.0,10402,0.0,0,0,1226,1226,1226,0,0,1226,740,0,36,0,0,0,0
395,721,0.0,3300,0.0,0,0,624,624,816,0,0,816,0,0,33,0,0,0,0
396,2165,64.0,8334,0.0,0,0,1330,1330,1330,0,0,1330,437,0,23,0,0,0,0
397,2316,70.0,11207,0.0,714,0,88,802,802,709,0,1511,413,95,75,0,0,0,0
398,775,0.0,7252,0.0,685,0,173,858,858,0,0,858,576,120,0,0,0,0,0
399,1558,120.0,18000,0.0,0,0,894,894,894,0,0,894,1248,0,20,0,0,0,0
400,17,152.0,12134,0.0,427,0,132,559,1080,672,0,1752,492,325,12,0,0,0,0
401,1022,85.0,14450,194.0,864,449,469,1782,1782,0,0,1782,551,467,0,0,0,0,0
402,925,54.0,7681,0.0,0,0,731,731,820,523,0,1343,186,192,0,102,0,0,0
403,438,87.0,11146,250.0,0,0,1709,1709,1717,0,0,1717,908,169,39,0,0,0,0
404,1270,70.0,7910,0.0,666,0,409,1075,1507,0,0,1507,404,0,0,0,0,0,0
405,1272,80.0,8000,0.0,520,319,188,1027,1027,0,0,1027,299,0,0,0,0,0,0
406,215,60.0,6048,0.0,736,0,120,856,936,744,0,1680,450,56,144,0,0,0,0
407,266,44.0,9548,223.0,483,0,458,941,941,888,0,1829,613,192,39,0,0,0,0
408,2402,74.0,10927,280.0,546,0,512,1058,1058,846,0,1904,736,179,60,0,0,0,0
409,1250,60.0,7350,0.0,852,0,100,952,952,0,0,952,840,0,0,0,0,0,0
410,1984,50.0,5925,435.0,168,0,739,907,1131,0,0,1131,672,0,72,0,0,0,0
411,1279,60.0,7200,0.0,370,0,398,768,1024,564,0,1588,480,0,0,0,0,0,0
412,377,0.0,12388,229.0,602,0,441,1043,1539,1134,0,2673,441,178,84,0,0,0,0
413,1252,71.0,8838,0.0,0,0,0,0,1764,0,0,1764,301,0,72,0,0,0,0
414,2156,80.0,10000,438.0,1079,0,141,1220,1220,870,0,2090,556,0,65,0,0,0,0
415,499,98.0,12203,975.0,854,0,371,1225,1276,1336,0,2612,676,250,0,0,0,0,0
416,1374,115.0,21286,0.0,0,0,720,720,720,551,0,1271,312,0,0,108,0,0,0
417,2898,0.0,11170,0.0,1216,0,0,1216,1298,1216,0,2514,693,0,0,0,0,0,0
418,401,70.0,10500,0.0,524,180,160,864,864,0,0,864,576,216,0,0,0,0,0
419,2721,88.0,13125,67.0,168,682,284,1134,1803,0,0,1803,484,0,0,0,0,0,0
420,2078,102.0,12671,300.0,353,0,935,1288,2422,0,0,2422,527,0,63,0,0,144,0
421,2589,80.0,13600,0.0,144,912,0,1056,1056,0,0,1056,300,0,0,0,0,0,0
422,1946,113.0,21281,0.0,0,0,666,666,1308,1778,0,3086,1200,0,208,290,0,156,0
423,1334,59.0,5870,0.0,0,0,554,554,736,554,0,1290,200,38,112,0,0,0,0
424,2781,118.0,13704,150.0,0,0,1541,1541,1541,0,0,1541,843,468,81,0,0,0,0
425,431,94.0,12220,305.0,1436,0,570,2006,2020,0,0,2020,900,156,54,0,0,0,0
426,576,61.0,3782,0.0,960,0,266,1226,1226,0,0,1226,484,133,78,0,0,0,0
427,1474,65.0,8450,196.0,706,0,150,856,856,854,0,1710,548,0,61,0,0,0,0
428,2254,0.0,8750,50.0,224,530,98,852,918,0,0,918,360,192,84,0,0,0,0
429,2155,90.0,11248,215.0,1059,0,567,1626,1668,0,0,1668,702,257,45,0,0,0,0
430,885,67.0,8777,0.0,0,0,0,0,1126,0,0,1126,520,0,96,0,0,0,0
431,643,53.0,8128,80.0,490,0,572,1062,1062,0,0,1062,297,0,0,0,0,0,0
432,1944,60.0,9600,0.0,220,0,625,845,893,0,0,893,576,0,0,0,0,0,0
433,480,61.0,10125,0.0,0,0,846,846,846,748,0,1594,434,300,48,0,0,0,0
434,2845,76.0,11388,0.0,0,0,616,616,1055,218,0,1273,275,212,0,0,0,0,0
435,2387,101.0,14215,380.0,0,0,1158,1158,1158,1218,0,2376,853,240,154,0,0,0,0
436,2407,40.0,6792,94.0,0,0,1368,1368,1368,0,0,1368,474,132,35,0,0,0,0
437,2527,90.0,11700,420.0,404,0,304,708,708,708,0,1416,776,0,169,0,0,119,0
438,2514,0.0,4447,0.0,0,0,530,530,530,550,0,1080,496,0,50,0,0,0,0
439,629,120.0,13560,216.0,0,0,1392,1392,1392,0,0,1392,576,0,0,240,0,0,0
440,80,0.0,9453,0.0,402,0,594,996,1014,730,0,1744,457,370,70,0,238,0,0
441,1876,0.0,10355,196.0,695,0,519,1214,1214,0,0,1214,318,0,111,0,0,0,0
442,1546,60.0,6000,0.0,0,0,720,720,760,330,0,1090,240,0,0,0,0,0,0
443,2518,0.0,11250,0.0,767,0,441,1208,1208,0,0,1208,546,198,42,0,0,0,0
444,2347,0.0,10464,130.0,850,0,138,988,1102,0,0,1102,582,140,22,0,0,0,0
445,783,65.0,25095,0.0,1324,0,113,1437,1473,0,0,1473,452,0,48,0,0,60,0
446,1322,60.0,11340,0.0,0,0,723,723,723,363,0,1086,400,0,24,144,0,0,0
447,194,50.0,5000,0.0,188,0,577,765,765,0,0,765,200,135,0,41,0,0,0
448,1770,95.0,11787,594.0,719,0,660,1379,1383,1015,0,2398,834,239,60,0,0,0,0
449,2143,60.0,7200,0.0,671,0,193,864,864,0,0,864,576,155,0,0,0,0,0
450,1229,0.0,13700,288.0,454,0,410,864,902,918,0,1820,492,60,84,0,0,273,0
451,511,85.0,10130,260.0,1294,0,408,1702,1702,0,0,1702,844,0,69,0,0,0,0
452,46,44.0,6371,128.0,733,0,625,1358,1358,0,0,1358,484,192,35,0,0,0,0
453,1348,51.0,6120,0.0,0,0,952,952,1022,752,0,1774,468,90,0,205,0,0,0
454,2465,65.0,8125,0.0,0,0,756,756,756,797,0,1553,615,0,45,0,0,0,0
455,387,0.0,8470,0.0,225,276,471,972,972,839,0,1811,565,225,48,0,0,0,0
456,873,70.0,8750,209.0,1111,0,306,1417,1417,0,0,1417,511,60,0,0,0,117,0
457,1918,65.0,6860,54.0,908,0,100,1008,1008,0,0,1008,308,0,0,0,0,0,0
458,2764,80.0,10041,0.0,789,0,119,908,927,988,0,1915,506,120,150,0,0,0,0
459,2184,64.0,6400,0.0,77,831,52,960,960,0,0,960,392,144,0,35,0,0,0
460,934,24.0,1488,0.0,471,0,90,561,561,668,0,1229,462,176,0,0,0,0,0
461,1920,70.0,8176,0.0,846,0,210,1056,1056,0,0,1056,308,0,0,0,0,0,0
462,2631,69.0,7590,266.0,512,0,148,660,660,688,0,1348,453,188,108,0,0,0,0
463,1768,104.0,21535,1170.0,1455,0,989,2444,2444,1872,0,4316,832,382,50,0,0,0,0
464,2040,40.0,4800,0.0,197,0,999,1196,1196,0,0,1196,440,0,0,0,0,0,0
465,1749,59.0,11796,0.0,0,0,847,847,847,1112,0,1959,434,100,48,0,0,0,0
466,834,0.0,16698,0.0,800,0,649,1449,944,815,0,1759,525,150,193,0,0,0,0
467,1457,0.0,10400,227.0,0,0,1257,1257,1290,871,0,2161,570,0,84,0,0,0,0
468,79,50.0,7175,0.0,623,121,0,744,752,0,0,752,264,353,0,0,0,90,0
469,2302,76.0,8314,0.0,546,0,270,816,816,0,0,816,264,168,0,0,0,0,0
470,1817,0.0,9180,0.0,747,93,0,840,884,0,0,884,504,240,0,0,0,0,0
471,2755,86.0,11210,240.0,20,0,1594,1614,1614,0,0,1614,865,144,59,0,0,0,0
472,359,0.0,8803,0.0,600,0,107,707,707,809,0,1516,409,0,46,0,0,0,0
473,2059,86.0,8665,89.0,168,288,420,876,897,0,0,897,264,0,0,0,0,0,0
474,2092,116.0,13474,246.0,700,0,0,700,1122,1121,0,2243,746,127,44,224,0,0,0
475,2516,60.0,7180,0.0,0,0,1568,1568,1568,0,0,1568,564,0,266,0,0,0,0
476,150,60.0,10950,0.0,339,0,525,864,1064,0,0,1064,318,0,0,0,0,0,0
477,1656,80.0,10793,263.0,493,287,0,780,780,840,0,1620,462,208,0,0,0,0,0
478,83,70.0,9800,0.0,0,0,816,816,1012,0,0,1012,429,121,0,80,0,0,0
479,2411,65.0,10237,0.0,28,0,1288,1316,1316,0,0,1316,397,100,0,0,23,0,0
480,795,0.0,11500,0.0,0,0,0,0,845,0,0,845,290,186,0,0,0,0,0
481,2312,0.0,13006,285.0,0,0,964,964,993,1243,0,2236,642,0,0,0,0,0,0
482,2917,21.0,1533,0.0,553,0,77,630,630,0,0,630,0,0,0,0,0,0,0
483,1624,63.0,7875,0.0,414,0,277,691,691,862,0,1553,420,0,44,0,0,0,0
484,2215,78.0,12168,0.0,428,0,537,965,1940,1254,0,3194,380,0,0,0,0,0,0
485,1211,80.0,9200,0.0,892,0,244,1136,1136,0,0,1136,384,426,0,0,0,0,0
486,1485,0.0,4438,169.0,662,0,186,848,848,0,0,848,420,140,0,0,0,0,0
487,1024,90.0,13068,621.0,890,48,273,1211,1211,0,0,1211,461,0,0,0,174,0,0
488,570,0.0,4217,252.0,962,0,183,1145,1256,0,0,1256,641,0,169,0,0,0,0
489,2874,50.0,7000,0.0,374,0,487,861,861,424,0,1285,506,96,0,132,0,0,0
490,700,60.0,6600,0.0,0,0,994,994,1378,994,0,2372,432,0,287,0,0,0,0
491,2756,73.0,8990,0.0,0,0,1498,1498,1498,0,0,1498,675,351,33,0,0,0,0
492,2022,47.0,7755,0.0,0,0,1100,1100,1100,1164,0,2264,408,0,152,0,0,0,0
493,583,0.0,10382,240.0,859,32,216,1107,1107,983,0,2090,484,235,204,228,0,0,0
494,2392,85.0,11924,286.0,998,0,177,1175,1182,1142,0,2324,736,147,21,0,0,0,0
495,2424,0.0,3072,18.0,0,0,1375,1375,1414,0,0,1414,398,144,20,0,0,0,0
496,212,60.0,9900,0.0,1026,0,186,1212,1212,180,0,1392,0,0,0,168,0,0,0
497,736,50.0,6000,0.0,0,0,884,884,884,464,0,1348,216,0,0,208,0,0,0
498,1610,0.0,11075,232.0,562,193,29,784,1168,800,0,1968,530,305,189,0,0,0,0
499,890,80.0,10682,0.0,399,0,615,1014,1149,0,0,1149,544,0,240,0,0,0,0
500,467,149.0,12589,0.0,0,0,742,742,742,742,0,1484,390,36,24,0,0,0,0
501,578,80.0,9600,200.0,0,0,392,392,1487,1012,0,2499,527,0,64,0,0,0,0
502,1747,65.0,16219,0.0,779,0,56,835,1119,0,0,1119,437,100,24,0,0,0,0
503,1149,55.0,7892,0.0,300,0,899,1199,1199,0,0,1199,530,0,63,0,0,0,0
504,2758,90.0,13377,0.0,1576,0,260,1836,1846,0,0,1846,495,0,32,0,0,0,0
505,857,0.0,7000,90.0,646,0,218,864,864,0,0,864,336,0,0,0,0,0,0
506,2219,70.0,10570,0.0,297,0,556,853,1549,1178,0,2727,440,0,74,0,0,0,0
507,733,0.0,8854,0.0,0,0,952,952,952,0,0,952,192,0,98,0,0,40,0
508,2909,41.0,2665,0.0,0,0,264,264,616,688,0,1304,336,141,0,0,0,0,0
509,1798,75.0,9000,0.0,0,0,1088,1088,1088,871,0,1959,1025,208,46,0,0,0,0
510,235,124.0,18600,0.0,288,684,0,972,1052,558,0,1610,480,0,0,60,0,0,0
511,2366,24.0,2160,200.0,402,0,363,765,765,600,0,1365,440,0,36,0,0,0,0
512,1027,75.0,9743,0.0,280,0,440,720,720,588,0,1308,484,0,0,0,0,0,0
513,1195,65.0,8125,0.0,260,456,196,912,925,0,0,925,576,233,0,0,0,0,0
514,1303,62.0,7311,0.0,0,0,407,407,407,0,0,407,297,76,0,120,0,0,0
515,148,80.0,10032,432.0,734,0,510,1244,1580,0,0,1580,440,0,28,0,0,160,0
516,608,115.0,10500,144.0,998,0,294,1292,1292,0,0,1292,520,0,32,0,0,92,0
517,2515,114.0,8314,0.0,0,0,569,569,854,840,0,1694,434,0,382,0,0,110,0
518,821,61.0,10226,270.0,0,0,1622,1622,1630,0,0,1630,860,172,42,0,0,0,0
519,2500,121.0,16059,284.0,0,0,1288,1288,1301,1116,0,2417,462,127,82,0,0,0,0
520,745,51.0,6120,0.0,0,0,960,960,995,0,0,995,264,0,15,51,0,0,0
521,741,51.0,6120,0.0,0,0,927,927,1067,472,0,1539,576,112,0,0,0,0,0
522,1611,0.0,56600,0.0,0,0,686,686,1150,686,0,1836,288,0,0,0,0,0,0
523,2532,75.0,9750,0.0,400,480,100,980,980,0,0,980,384,68,0,0,0,0,0
524,1081,0.0,3940,143.0,1073,0,342,1415,1455,0,0,1455,644,156,20,0,0,144,0
525,1692,107.0,13641,456.0,1304,0,630,1934,1943,713,0,2656,1040,268,58,0,0,0,0
526,2520,36.0,3640,0.0,860,0,176,1036,1036,0,0,1036,484,133,108,0,0,0,0
527,276,75.0,9825,0.0,0,0,0,0,1664,0,0,1664,0,0,0,0,0,0,0
528,1992,60.0,9600,0.0,0,0,702,702,842,630,0,1472,250,0,0,84,0,0,0
529,663,90.0,5400,0.0,0,0,416,416,599,0,0,599,0,0,81,0,0,0,0
530,418,24.0,2104,0.0,536,0,300,836,836,0,0,836,345,150,20,0,0,0,0
531,1733,63.0,9729,0.0,0,0,698,698,698,1048,0,1746,350,0,34,0,0,0,0
532,2359,80.0,10000,176.0,755,0,348,1103,1103,0,0,1103,462,295,84,0,0,0,0
533,253,64.0,7360,80.0,24,0,1198,1222,1222,0,0,1222,615,0,54,0,0,0,0
534,1518,60.0,8400,0.0,378,0,342,720,1052,720,420,2192,240,262,24,0,0,0,0
535,2035,50.0,9000,0.0,0,0,780,780,780,595,0,1375,544,0,162,0,0,126,0
536,2919,21.0,1526,0.0,0,0,546,546,546,546,0,1092,0,0,34,0,0,0,0
537,1540,70.0,12392,0.0,435,0,397,832,1218,943,0,2161,506,0,96,0,0,0,0
538,2120,0.0,14217,0.0,550,0,472,1022,1022,0,0,1022,747,0,0,0,0,0,0
539,1674,33.0,4113,0.0,0,0,1337,1337,1337,0,0,1337,511,136,68,0,0,0,0
540,256,80.0,8816,80.0,504,0,506,1010,1052,0,0,1052,440,0,0,0,0,0,0
541,2361,71.0,9353,0.0,0,0,864,864,864,0,0,864,280,0,0,0,0,0,0
542,978,21.0,1477,0.0,509,0,121,630,630,0,0,630,286,0,0,0,0,0,0
543,2280,62.0,6710,134.0,16,904,0,920,936,0,0,936,460,0,40,0,0,0,0
544,2095,82.0,11287,340.0,421,0,386,807,1175,807,0,1982,575,0,84,0,196,0,0
545,1709,99.0,12099,388.0,970,0,166,1136,1136,1332,0,2468,872,184,154,0,0,0,0
546,2801,75.0,9750,0.0,975,0,133,1108,1108,989,0,2097,583,253,170,0,0,0,0
547,1246,60.0,11556,52.0,148,0,572,720,882,0,0,882,240,0,0,0,0,0,0
548,2373,21.0,1680,297.0,0,0,483,483,483,504,0,987,288,0,0,0,0,0,0
549,1055,98.0,12704,302.0,1012,0,570,1582,1582,0,0,1582,905,209,95,0,0,0,0
550,2017,51.0,6120,0.0,351,0,405,756,903,378,0,1281,379,25,0,0,0,0,0
551,1099,84.0,9660,1290.0,0,0,1173,1173,1182,1017,0,2199,516,0,131,0,0,0,0
552,1344,0.0,6120,0.0,0,0,0,0,808,0,0,808,164,0,48,0,0,0,0
553,835,0.0,28698,0.0,249,764,0,1013,1160,966,0,2126,538,486,0,0,0,225,0
554,1117,91.0,12274,256.0,0,0,1417,1417,1428,0,0,1428,554,0,60,0,0,0,0
555,2043,55.0,4388,0.0,116,0,556,672,840,0,0,840,0,0,0,0,0,0,0
556,2085,39.0,3869,149.0,283,755,0,1038,1038,0,0,1038,264,0,105,0,0,0,0
557,410,24.0,2308,0.0,306,0,498,804,804,744,0,1548,440,108,0,0,0,0,0
558,2650,40.0,4400,0.0,0,0,648,648,734,384,0,1118,440,0,0,0,0,0,0
559,2867,70.0,14210,0.0,0,0,697,697,1104,697,0,1801,365,0,90,0,0,0,0
560,1668,61.0,9758,0.0,412,287,251,950,950,0,0,950,280,0,0,0,0,0,0
561,1161,35.0,4017,0.0,0,0,625,625,625,625,0,1250,625,0,54,0,0,0,0
562,2122,105.0,11249,0.0,334,544,322,1200,1200,0,0,1200,521,0,26,0,0,0,0
563,2539,80.0,9600,140.0,602,402,137,1141,1141,0,0,1141,568,0,78,0,0,0,0
564,1047,53.0,4043,0.0,559,0,510,1069,1069,0,0,1069,440,0,55,0,0,200,0
565,1445,0.0,9200,0.0,280,491,167,938,938,0,0,938,308,145,0,0,0,0,0
566,541,63.0,13072,0.0,0,0,1114,1114,1114,0,0,1114,0,0,39,0,0,0,0
567,569,0.0,3830,280.0,0,0,1726,1726,1726,0,0,1726,561,0,254,0,0,0,0
568,1276,59.0,7227,0.0,0,0,832,832,832,0,0,832,528,0,0,0,0,0,0
569,918,53.0,7155,0.0,0,0,600,600,628,600,0,1228,215,0,113,0,0,195,0
570,326,0.0,11875,0.0,0,0,1344,1344,1344,0,0,1344,686,328,0,0,0,0,0
571,1936,71.0,8540,0.0,114,691,120,925,925,0,0,925,252,152,0,0,0,0,0
572,895,64.0,6410,0.0,332,243,301,876,876,0,0,876,320,0,0,0,0,0,0
573,257,82.0,11105,0.0,870,0,0,870,965,0,0,965,580,71,0,0,0,0,0
