,Id,Mas Vnr Area,Full Bath,Wood Deck SF,Total Bsmt SF,Garage Area,Lot Shape,Kitchen Qual,Garage Finish,Heating QC,BsmtFin Type 1
510,235,0.0,2,0,972,480,1,4,2,3,3
511,2366,200.0,1,0,765,440,1,2,3,2,5
512,1027,0.0,1,0,720,484,1,3,3,2,3
513,1195,0.0,1,233,912,576,1,3,3,1,2
514,1303,0.0,1,76,407,297,1,3,3,3,6
515,148,432.0,1,0,1244,440,1,3,3,1,4
516,608,144.0,1,0,1292,520,2,3,3,3,5
517,2515,0.0,2,0,569,434,2,2,3,1,6
518,821,270.0,2,172,1622,860,2,1,2,1,6
519,2500,284.0,2,127,1288,462,1,2,3,1,6
520,745,0.0,1,0,960,264,1,3,3,2,6
521,741,0.0,1,112,927,576,1,3,3,3,6
522,1611,0.0,2,0,686,288,2,3,3,1,6
523,2532,0.0,2,68,980,384,1,3,1,2,2
524,1081,143.0,2,156,1415,644,1,2,1,1,1
525,1692,456.0,2,268,1934,1040,1,1,2,1,1
526,2520,0.0,1,133,1036,484,2,2,1,3,1
527,276,0.0,2,0,0,0,1,3,4,3,7
528,1992,0.0,1,0,702,250,1,2,3,2,6
529,663,0.0,1,0,416,0,1,2,4,2,6
530,418,0.0,1,150,836,345,1,3,3,3,2
531,1733,0.0,2,0,698,350,2,2,3,1,6
532,2359,176.0,2,295,1103,462,1,3,3,3,2
533,253,80.0,2,0,1222,615,1,2,2,1,1
534,1518,0.0,2,262,720,240,1,2,3,1,5
535,2035,0.0,1,0,780,544,1,2,3,3,6
536,2919,0.0,1,0,546,0,1,3,4,3,6
537,1540,0.0,2,0,832,506,1,2,1,1,1
538,2120,0.0,1,0,1022,747,3,3,3,2,2
539,1674,0.0,2,136,1337,511,2,2,1,1,6
540,256,80.0,1,0,1010,440,1,3,3,2,1
541,2361,0.0,1,0,864,280,1,3,3,2,6
542,978,0.0,1,0,630,286,1,3,3,3,1
543,2280,134.0,0,0,920,460,2,3,1,1,4
544,2095,340.0,2,0,807,575,1,2,1,2,1
545,1709,388.0,2,184,1136,872,2,2,1,1,1
546,2801,0.0,2,253,1108,583,1,2,2,1,1
547,1246,52.0,1,0,720,240,1,2,3,1,4
548,2373,297.0,1,0,483,288,1,3,3,3,6
549,1055,302.0,2,209,1582,905,1,2,1,1,1
550,2017,0.0,1,25,756,379,1,2,3,2,2
551,1099,1290.0,2,0,1173,516,1,2,1,1,6
552,1344,0.0,1,0,0,164,1,3,3,2,7
553,835,0.0,2,486,1013,538,3,3,1,3,5
554,1117,256.0,2,0,1417,554,2,1,2,1,6
555,2043,0.0,1,0,672,0,2,3,4,1,5
556,2085,149.0,2,0,1038,264,1,3,2,2,5
557,410,0.0,2,108,804,440,1,3,2,3,2
558,2650,0.0,1,0,648,440,1,3,3,3,6
559,2867,0.0,1,0,697,365,2,3,3,1,6
560,1668,0.0,1,0,950,280,2,3,3,3,3
561,1161,0.0,2,0,625,625,2,2,1,1,6
562,2122,0.0,2,0,1200,521,3,2,2,1,2
563,2539,140.0,1,0,1141,568,1,3,3,2,2
564,1047,0.0,2,0,1069,440,1,3,2,3,2
565,1445,0.0,1,145,938,308,2,3,3,3,5
566,541,0.0,1,0,1114,0,1,2,4,1,6
567,569,280.0,2,0,1726,561,2,2,1,1,6
568,1276,0.0,1,0,832,528,1,2,3,2,6
569,918,0.0,1,0,600,215,1,3,3,1,6
570,326,0.0,2,328,1344,686,1,3,3,1,6
571,1936,0.0,1,152,925,252,1,2,3,3,4
572,895,0.0,1,0,876,320,1,3,3,3,5
573,257,0.0,1,71,870,580,1,3,3,2,1
574,1241,187.0,1,490,1395,441,2,3,2,1,5
575,1545,0.0,1,0,894,195,1,3,3,3,4
576,1189,144.0,2,55,1258,528,1,2,2,1,2
577,270,169.0,1,160,848,420,1,2,2,1,1
578,2066,356.0,3,128,671,638,1,3,3,4,3
579,693,0.0,1,74,440,440,1,3,3,2,6
580,1259,0.0,1,0,892,1488,1,3,3,1,6
581,2916,194.0,1,160,1104,336,1,3,2,4,4
582,2321,248.0,2,237,1700,773,2,2,1,1,1
583,1977,0.0,1,0,1022,184,1,4,3,3,5
584,1895,212.0,1,0,1130,286,2,3,2,3,2
585,1240,0.0,1,0,1261,433,1,3,2,1,2
586,85,0.0,1,192,1109,576,2,2,3,3,2
587,1823,0.0,1,168,1040,544,1,4,2,3,2
588,825,352.0,2,154,1838,524,2,2,2,1,1
589,110,0.0,2,277,1492,596,1,2,2,1,1
590,697,0.0,1,0,240,472,1,2,3,3,6
591,2297,0.0,1,129,796,0,1,3,4,3,1
592,1231,136.0,1,0,1144,456,1,3,3,2,4
593,1355,0.0,1,0,883,240,1,3,3,2,4
594,968,584.0,2,270,1838,765,1,1,1,1,1
595,584,0.0,2,297,752,784,2,2,2,3,1
596,1315,0.0,1,240,572,0,1,2,4,1,6
597,1606,0.0,1,0,816,816,1,3,1,1,1
598,206,0.0,1,106,816,516,3,3,3,3,5
599,1685,378.0,2,186,1790,730,1,1,1,1,1
600,2016,0.0,1,174,966,230,1,3,3,1,6
601,869,0.0,2,256,944,608,1,2,2,1,6
602,2135,0.0,1,0,864,440,2,3,3,3,3
603,2346,120.0,2,306,796,566,2,3,1,3,1
604,2430,45.0,2,161,1356,648,1,2,1,1,1
605,2198,0.0,1,0,768,200,1,3,3,4,6
606,2652,0.0,1,0,960,576,1,3,3,3,1
607,27,0.0,1,240,882,525,1,3,1,3,2
608,241,0.0,2,100,1212,460,1,2,2,1,1
609,906,88.0,1,0,832,250,1,3,3,3,5
610,1506,0.0,1,42,585,0,1,1,4,2,6
611,2098,340.0,3,125,1466,1052,1,2,2,1,1
612,1435,150.0,2,208,1418,558,2,2,2,1,1
613,2213,0.0,1,174,0,400,3,3,1,4,7
614,1274,0.0,2,108,768,576,1,3,3,1,2
615,743,0.0,1,0,264,0,1,4,4,4,6
616,1737,0.0,2,100,1340,396,2,2,1,1,1
617,2797,261.0,2,197,1090,646,2,2,1,1,1
618,2185,128.0,2,0,0,0,1,4,4,3,7
619,58,0.0,2,180,384,400,2,3,1,1,1
620,830,82.0,2,132,1232,632,1,2,2,1,1
621,808,0.0,2,0,0,410,1,3,3,3,7
622,680,0.0,1,0,1208,240,1,3,3,2,4
623,1153,0.0,1,0,890,308,1,3,3,2,2
624,1291,0.0,1,0,728,308,1,2,3,2,6
625,1818,320.0,2,0,0,630,1,3,3,3,7
626,2161,0.0,2,0,738,552,2,2,2,1,6
627,1883,66.0,1,74,1065,461,2,3,3,2,6
628,350,0.0,2,182,2208,564,2,2,1,1,1
629,2473,0.0,1,0,1131,0,1,2,4,1,6
630,295,430.0,2,0,1032,484,1,3,3,1,2
631,293,0.0,2,272,804,336,1,2,3,1,6
632,859,0.0,1,0,864,338,2,3,3,1,3
633,288,0.0,1,0,864,200,1,3,3,3,4
634,1578,0.0,2,100,384,400,1,2,1,2,6
635,102,1159.0,2,0,756,440,1,2,3,1,1
636,2831,50.0,2,0,970,380,1,2,3,1,6
637,1030,120.0,2,0,1444,473,1,3,3,3,6
638,2551,88.0,1,0,1248,286,1,3,3,1,2
639,1286,0.0,2,70,650,686,1,2,3,2,6
640,958,70.0,2,228,1620,912,2,1,1,1,1
641,776,0.0,1,0,840,528,2,3,3,3,2
642,72,0.0,2,0,1468,528,1,2,1,1,1
643,2263,80.0,2,100,1571,722,2,2,1,1,6
644,1866,0.0,1,160,973,480,2,3,3,1,3
645,2876,0.0,1,184,641,272,1,4,3,2,6
646,2146,149.0,2,192,1284,647,1,2,2,1,6
647,103,0.0,2,0,696,484,1,2,3,1,2
648,1500,80.0,1,0,547,525,1,3,2,1,1
649,492,0.0,2,0,841,502,4,3,1,1,6
650,167,0.0,1,0,1175,484,2,3,2,1,4
651,2597,0.0,1,0,833,326,1,2,3,1,4
652,2685,0.0,1,0,993,280,1,3,3,3,6
653,1035,0.0,1,180,1054,460,1,3,3,2,2
654,1220,0.0,1,0,0,287,2,3,3,3,7
655,2602,0.0,2,49,663,528,1,3,3,1,4
656,2159,0.0,2,100,847,434,1,2,1,1,6
657,695,0.0,2,0,972,324,1,3,3,2,5
658,1109,448.0,2,171,1223,525,2,2,2,1,1
659,640,399.0,1,0,1362,884,1,3,3,3,4
660,1652,233.0,2,0,1032,564,2,3,3,3,2
661,2090,0.0,2,0,1105,515,1,2,3,1,6
662,1188,0.0,1,25,1740,512,1,3,2,4,4
663,2345,34.0,2,0,795,539,2,2,1,4,2
664,1059,270.0,2,212,1850,850,1,1,1,1,1
665,2751,0.0,2,0,1308,848,3,2,2,1,6
666,128,265.0,2,0,1140,400,1,3,3,2,5
667,1523,0.0,2,248,960,480,1,3,3,1,2
668,2925,0.0,1,474,1224,576,1,3,3,1,2
669,2145,246.0,2,168,2000,888,1,2,1,1,1
670,1121,0.0,2,192,1363,588,1,2,2,1,1
671,566,0.0,2,0,1376,704,1,2,1,1,6
672,565,196.0,2,502,975,524,1,2,3,1,1
673,1331,0.0,2,0,1024,240,1,3,3,3,4
674,2928,0.0,1,80,912,0,1,3,4,3,1
675,156,104.0,1,0,1086,490,1,3,3,2,2
676,797,0.0,1,0,768,281,1,3,3,2,5
677,327,0.0,1,120,546,286,1,3,2,3,3
678,2859,0.0,1,0,817,318,1,3,3,2,6
679,1453,0.0,1,196,780,352,1,3,3,1,2
680,1762,515.0,2,76,1779,925,2,2,1,1,1
681,1868,0.0,2,202,1124,515,2,2,2,3,3
682,1760,0.0,2,460,941,460,2,3,2,1,6
683,1113,53.0,2,144,1574,824,2,2,2,1,1
684,1812,0.0,2,144,864,492,3,2,2,1,2
685,117,0.0,1,0,715,441,1,3,2,3,2
686,1142,258.0,2,224,1408,575,1,2,2,1,1
687,2342,420.0,2,351,1910,722,2,1,3,1,1
688,927,0.0,1,0,1112,390,1,3,3,1,4
689,2478,0.0,2,150,941,688,2,3,2,1,6
690,655,0.0,1,0,792,366,1,3,3,2,6
691,2064,0.0,1,204,912,315,1,2,3,1,4
692,369,16.0,2,168,1530,430,2,2,1,1,2
693,2239,0.0,1,0,1012,308,1,3,3,3,6
694,2732,0.0,1,0,1453,445,2,2,2,2,1
695,1653,98.0,2,204,1153,495,1,2,1,3,2
696,959,0.0,2,208,846,650,2,2,2,2,6
697,2395,142.0,2,120,1524,784,2,1,1,1,1
698,1412,0.0,1,0,864,0,1,3,4,4,1
699,271,171.0,2,0,1657,502,3,2,1,1,3
700,1484,205.0,1,149,848,420,1,2,2,1,1
701,1497,0.0,1,252,1132,451,1,2,1,1,1
702,552,0.0,2,0,0,612,1,3,3,3,7
703,2,0.0,1,140,882,730,1,3,3,3,4
704,1855,600.0,2,180,2002,546,1,2,2,1,1
705,4,0.0,2,0,2110,522,1,1,1,1,2
706,2292,0.0,1,120,1029,539,2,3,2,3,2
707,134,200.0,1,0,1268,244,1,3,1,2,5
708,646,0.0,1,0,1005,672,1,4,3,3,6
709,42,615.0,2,192,1698,730,1,1,1,1,1
710,532,0.0,2,192,1553,588,2,2,2,1,1
711,713,0.0,2,0,736,0,1,3,4,2,6
712,2561,144.0,1,0,1056,280,1,3,2,1,2
713,2360,0.0,1,240,1096,299,2,3,1,1,3
714,1333,0.0,1,0,672,240,1,2,3,1,2
715,1407,0.0,3,486,907,360,3,3,3,3,6
716,2892,293.0,2,320,1210,628,2,2,2,1,1
717,574,456.0,2,115,970,480,1,2,1,1,1
718,1227,0.0,1,0,992,377,1,2,2,2,3
719,2591,0.0,1,0,929,791,1,3,3,1,6
720,1476,266.0,2,139,1436,484,1,2,3,1,1
721,1125,768.0,2,140,1053,648,1,2,2,1,6
722,1446,220.0,2,210,985,328,1,3,3,3,1
723,408,268.0,2,185,630,264,1,3,3,3,2
724,1101,350.0,2,192,1145,836,2,2,2,1,1
725,2251,166.0,2,168,1441,650,1,2,1,1,1
726,373,209.0,2,192,1386,544,1,3,1,3,2
727,2554,0.0,1,125,938,273,1,3,3,1,6
728,2382,232.0,2,0,1618,880,1,2,1,1,6
729,1985,0.0,1,0,570,252,1,3,3,2,5
730,519,72.0,2,135,1300,552,1,2,2,1,1
731,1093,318.0,2,0,936,451,2,3,1,1,6
732,864,198.0,2,192,1068,570,2,2,2,1,6
733,2889,90.0,1,0,975,504,1,3,3,3,1
734,2308,302.0,1,0,1617,963,2,3,3,4,4
735,986,0.0,1,40,796,480,2,3,3,1,1
736,1302,0.0,1,0,904,869,1,3,3,1,4
737,585,0.0,1,294,723,497,2,3,3,3,3
738,2708,0.0,1,192,1059,264,1,3,2,3,1
739,147,91.0,1,0,1206,312,2,3,2,4,4
740,1441,99.0,2,192,1494,530,2,2,2,1,1
741,383,44.0,2,448,780,484,2,2,3,1,2
742,285,145.0,1,116,1216,364,1,3,3,1,4
743,181,0.0,1,0,1008,315,1,3,3,3,4
744,358,68.0,2,232,680,420,3,3,1,2,2
745,780,366.0,1,131,825,336,1,3,3,1,6
746,258,0.0,2,0,878,513,2,3,2,1,2
747,1865,525.0,2,0,1008,570,1,3,2,3,4
748,692,0.0,1,0,818,210,1,3,3,3,4
749,2902,208.0,2,326,1868,880,1,2,2,1,1
750,508,240.0,2,120,1696,972,2,2,2,1,6
751,2638,264.0,1,0,1212,240,1,3,3,2,4
752,36,0.0,2,26,855,440,1,3,3,4,2
753,611,115.0,1,180,1127,645,2,3,2,3,4
754,2281,0.0,1,0,1064,648,1,3,3,2,2
755,1678,265.0,1,0,672,264,1,1,3,1,6
756,1696,456.0,2,130,2552,932,1,1,1,1,1
757,1557,0.0,1,0,356,195,1,3,3,3,6
758,2180,0.0,2,0,734,489,1,3,1,2,1
759,1726,176.0,2,0,1324,550,1,2,1,1,1
760,951,0.0,1,319,902,351,1,3,3,1,2
761,267,0.0,2,331,1040,621,1,2,1,1,6
762,2706,51.0,1,0,1051,459,1,3,3,2,4
763,2221,106.0,2,0,1477,416,1,2,1,1,1
764,1357,0.0,2,64,1242,360,1,3,4,2,4
765,2901,198.0,2,172,1728,714,1,2,1,1,1
766,347,32.0,2,48,384,390,1,3,1,2,1
767,2164,0.0,2,100,1169,578,1,2,2,1,1
768,1586,226.0,2,168,1482,749,1,2,1,1,1
769,360,45.0,2,0,1181,430,1,2,3,1,6
770,1769,0.0,2,180,1117,455,2,3,3,1,1
771,2617,58.0,2,0,0,484,1,2,3,2,7
772,1879,84.0,2,155,1728,352,2,3,3,3,1
773,991,0.0,2,0,1205,550,2,3,1,1,3
774,1535,0.0,1,64,884,225,2,3,3,3,6
775,1191,0.0,2,0,1625,484,1,3,3,1,6
776,1579,60.0,2,0,796,666,2,2,1,1,6
777,1882,0.0,1,0,958,301,2,3,2,3,3
778,1510,0.0,2,0,941,548,1,3,3,1,6
779,2196,0.0,2,0,1296,0,1,3,4,4,4
780,1845,513.0,2,0,756,440,1,2,3,1,1
781,2336,550.0,3,272,1390,660,2,1,1,1,6
782,942,0.0,1,0,596,189,1,3,3,3,6
783,861,0.0,1,192,768,396,1,3,1,2,1
784,2555,0.0,1,0,747,305,2,3,3,3,2
785,1392,0.0,1,511,1383,354,1,3,3,3,3
786,2099,306.0,2,204,1643,870,1,2,1,1,6
787,1543,0.0,1,213,516,462,1,3,3,3,1
788,948,0.0,1,168,1434,670,2,2,2,1,1
789,1239,0.0,2,150,1248,480,1,2,2,3,2
790,22,81.0,2,0,1053,528,1,2,2,3,1
791,2796,295.0,2,0,1654,900,1,2,3,1,1
792,2747,85.0,2,165,1298,403,1,2,3,3,1
793,92,504.0,2,32,1231,762,2,2,2,1,5
794,210,90.0,2,0,1422,365,2,3,3,2,4
795,1858,0.0,1,133,1057,571,2,2,1,3,1
796,2228,0.0,1,135,1004,509,2,3,3,2,1
797,447,268.0,2,0,1502,644,2,2,2,1,6
798,827,180.0,2,123,1604,660,1,2,2,1,1
799,1649,549.0,2,192,780,481,2,2,1,3,2
800,682,0.0,1,0,1029,294,1,3,3,3,5
801,2698,0.0,1,0,984,308,1,3,3,3,5
802,494,0.0,2,0,384,410,2,3,1,1,6
803,214,0.0,1,0,707,0,2,3,4,3,4
804,2441,0.0,3,400,1035,617,2,2,2,2,6
805,2679,0.0,1,0,768,450,1,3,3,3,4
806,1336,0.0,1,0,949,370,1,3,3,1,6
807,465,0.0,2,100,728,390,1,2,1,1,6
808,1524,0.0,1,0,644,369,1,3,3,1,3
809,2543,0.0,1,0,864,624,1,3,3,3,3
810,631,164.0,1,257,1169,286,1,3,2,3,2
811,2452,501.0,2,200,1290,803,2,2,1,1,1
812,228,328.0,2,335,672,440,2,3,1,3,4
813,126,144.0,2,0,1728,0,2,3,4,3,3
814,1092,176.0,2,192,1350,484,2,2,2,1,1
815,1122,0.0,2,0,1372,529,1,2,1,1,6
816,932,420.0,1,0,1310,576,1,3,3,1,5
817,1980,0.0,1,0,641,273,1,3,3,2,6
818,2171,48.0,1,120,960,432,1,3,1,3,4
819,551,141.0,2,0,676,465,2,3,2,3,4
820,2768,0.0,2,0,1388,522,1,3,2,2,5
821,2056,0.0,1,0,894,384,2,3,2,3,4
822,1159,568.0,2,294,1848,636,1,2,1,1,3
823,2645,0.0,2,0,938,576,1,4,3,2,6
824,1174,216.0,2,20,672,462,1,2,3,1,1
825,2266,117.0,2,168,1156,400,2,2,2,1,5
826,2462,0.0,3,0,2036,792,1,1,2,1,1
827,1219,0.0,1,290,1118,264,2,2,2,1,3
828,2922,0.0,2,40,1728,574,2,3,3,3,4
829,118,172.0,1,0,1232,490,1,3,2,3,4
830,474,11.0,2,100,1145,397,1,2,1,1,1
831,2576,175.0,1,0,1383,292,1,3,2,3,4
832,872,164.0,2,194,1822,523,1,2,1,1,1
833,1077,196.0,2,0,1342,550,1,2,2,1,1
834,1536,88.0,1,66,1091,344,2,3,1,4,4
835,1150,0.0,1,145,984,384,1,3,2,3,3
836,2341,238.0,2,180,1814,758,2,2,1,1,1
837,1931,0.0,1,63,864,336,1,1,3,2,3
838,2785,0.0,1,0,971,300,2,3,3,3,2
839,2538,0.0,1,182,1051,264,2,3,2,3,3
840,597,252.0,2,0,1165,498,1,3,2,2,2
841,464,106.0,2,0,764,474,1,2,2,1,1
842,233,0.0,0,268,1332,586,1,2,1,3,1
843,2169,162.0,1,405,936,384,1,3,3,2,2
844,2123,0.0,2,142,635,497,2,2,2,1,1
845,1867,196.0,1,0,1295,528,1,3,1,4,2
846,137,287.0,2,301,1947,576,1,3,2,3,1
847,515,0.0,2,168,900,644,1,2,2,1,1
848,933,0.0,1,279,516,452,1,3,3,3,6
849,2784,123.0,2,386,995,672,2,3,3,3,2
850,972,320.0,2,0,1204,412,1,3,1,1,1
851,599,0.0,2,0,1372,457,1,3,3,3,4
852,2614,207.0,1,168,864,288,1,2,3,1,3
853,2582,0.0,1,42,943,600,2,3,3,3,1
854,1409,0.0,2,72,1163,396,1,3,1,1,6
855,175,0.0,2,0,840,379,1,3,3,2,6
856,352,0.0,2,168,1418,495,2,3,1,1,1
857,976,0.0,1,0,630,286,1,2,3,3,1
858,2134,101.0,2,144,840,500,1,2,2,1,6
859,984,0.0,1,0,833,0,2,3,4,1,2
860,2396,0.0,2,208,1896,708,2,1,1,1,1
861,1673,182.0,1,120,723,367,1,3,1,1,1
862,404,312.0,1,0,765,440,1,3,3,3,5
863,607,217.0,1,172,1313,610,1,2,2,3,2
864,814,216.0,0,120,1094,672,1,2,3,3,1
865,868,0.0,2,0,840,550,1,2,2,1,6
866,2271,203.0,2,0,1491,571,2,3,1,1,6
867,1633,0.0,2,219,1190,577,2,2,1,2,1
868,337,0.0,4,200,1216,616,1,3,3,2,6
869,2765,621.0,2,168,1624,390,2,3,3,4,4
870,1746,0.0,2,144,1530,630,4,2,1,1,1
871,368,464.0,2,322,2046,834,2,2,1,1,6
872,2806,0.0,2,0,1390,545,1,2,2,1,1
873,1662,0.0,2,0,1084,488,1,3,3,3,2
874,1234,410.0,2,0,1104,480,1,2,2,1,3
875,1373,0.0,1,0,952,322,1,3,3,1,3
876,1672,0.0,1,0,864,528,1,3,3,3,2
877,1939,0.0,1,81,923,390,1,3,3,3,3
